Unnamed: 0,고객ID,Duration,총과금액,평균과금액,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,연령대,마지막과금일,최초과금일,평균유지기간(월),LTV2,Cluster,1년이후잔존확률,2년이후잔존확률
3034,C-13115,,2765500,92183.33333,여성,61,No,No,0,0,No,계좌이체,No,Yes,No,Yes,26,2019-07-01,2022-01-01,No,42,,4228,5,22490,60대,2021-12-01,2019-07-01 00:00:00,29.46666667,2716335.556,0,0.995199986,0.899331443
3035,C-13116,,2219200,69350,여성,70,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,16,2019-05-01,2022-01-01,No,37,,2399,5,10170,70대,2021-12-01,2019-05-01 00:00:00,31.5,2184525,0,0.962047369,0.749157136
3036,C-13117,,1037100,61005.88235,남성,57,No,Yes,2,0,Yes,계좌이체,No,No,Yes,Yes,21,2020-08-01,2022-01-01,No,68,,3307,5,15260,50대,2021-12-01,2020-08-01 00:00:00,16.23333333,990328.8235,0,0.782432776,0.691566582
3037,C-13118,1278,4328100,100653.4884,여성,58,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,22,2017-10-01,2021-04-01,Yes,100,Attitude,2514,3,12090,50대,2021-04-01,2017-10-01 00:00:00,42.6,4287838.605,0,0.993655803,0.97022011
3038,C-13120,,7388000,115437.5,여성,41,Yes,Yes,1,6,No,계좌이체,Yes,Yes,No,Yes,28,2016-09-01,2022-01-01,No,48,,5123,4,35140,40대,2021-12-01,2016-09-01 00:00:00,63.9,7376456.25,2,1,1
3039,C-13121,,1295700,22731.57895,남성,21,No,No,0,6,No,계좌이체,No,No,No,No,0,2017-04-01,2022-01-01,No,24,,3451,3,19440,20대,2021-12-01,2017-04-01 00:00:00,56.83333333,1291911.404,1,0.9996,0.998271717
3040,C-13122,,10499700,129625.9259,남성,73,Yes,No,0,2,Yes,이체/메일확인,Yes,No,Yes,Yes,14,2015-04-01,2022-01-01,No,25,,4887,3,9380,70대,2021-12-01,2015-04-01 00:00:00,81.2,10525625.19,2,0.999677419,0.999677419
3041,C-13123,,5793200,120691.6667,여성,52,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,4,2018-01-01,2022-01-01,No,68,,5319,3,32090,50대,2021-12-01,2018-01-01 00:00:00,47.66666667,5752969.444,0,1,0.996045671
3042,C-13124,,1675500,83775,여성,72,No,No,0,0,Yes,계좌이체,No,No,No,Yes,13,2020-05-01,2022-01-01,No,79,,4899,3,2490,70대,2021-12-01,2020-05-01 00:00:00,19.3,1616857.5,0,0.958623245,0.682049317
3043,C-13125,,1201000,85785.71429,여성,54,No,No,0,0,Yes,계좌이체,No,No,No,Yes,8,2020-11-01,2022-01-01,No,43,,3056,5,17740,50대,2021-12-01,2020-11-01 00:00:00,13.16666667,1129511.905,0,0.797292042,0.691933387
3044,C-13126,,1181600,69505.88235,남성,23,No,No,0,0,No,계좌이체,No,No,Yes,Yes,71,2020-08-01,2022-01-01,No,78,,5232,4,30400,20대,2021-12-01,2020-08-01 00:00:00,16.23333333,1128312.157,0,0.890213904,0.784528122
3045,C-13127,92,269800,67450,여성,45,No,No,0,0,Yes,계좌이체,No,No,No,Yes,7,2021-03-01,2021-06-01,Yes,96,Dissatisfaction,3190,1,29380,40대,2021-06-01,2021-03-01 00:00:00,3.066666667,206846.6667,0,0.001553968,0.001553968
3046,C-13128,1583,6546900,123526.4151,여성,20,No,No,0,6,Yes,계좌이체,No,Yes,No,Yes,48,2017-04-01,2021-08-01,Yes,65,Other,4839,2,11980,20대,2021-08-01,2017-04-01 00:00:00,52.76666667,6518077.17,2,0.98559106,0.978664845
3047,C-13129,,584900,23396,남성,56,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2019-12-01,2022-01-01,No,54,,2486,5,53000,50대,2021-12-01,2019-12-01 00:00:00,24.36666667,570082.5333,1,0.997858489,0.99379606
3048,C-13130,,1152100,23042,여성,60,Yes,Yes,2,1,No,신용카드,No,No,No,No,0,2017-11-01,2022-01-01,No,53,,4623,3,41470,60대,2021-12-01,2017-11-01 00:00:00,49.7,1145187.4,1,0.990319617,0.984283794
3049,C-13131,,9006500,123376.7123,여성,21,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,30,2015-12-01,2022-01-01,No,59,,4148,4,17400,20대,2021-12-01,2015-12-01 00:00:00,73.06666667,9014725.114,0,0.999722222,0.996789388
3050,C-13132,486,405400,23847.05882,남성,24,No,No,0,0,No,계좌이체,No,No,No,No,0,2020-01-01,2021-05-01,Yes,83,Price,4327,1,23730,20대,2021-05-01,2020-01-01 00:00:00,16.2,386322.3529,1,0.992311802,0.911827496
3051,C-13133,1066,3023800,83994.44444,여성,28,Yes,Yes,2,1,No,계좌이체,Yes,No,Yes,Yes,82,2018-05-01,2021-04-01,Yes,83,Other,5898,1,28590,20대,2021-04-01,2018-05-01 00:00:00,35.53333333,2984602.593,2,0.990982244,0.852643848
3052,C-13134,,2006400,66880,여성,25,No,Yes,2,0,No,신용카드,Yes,No,No,Yes,30,2019-07-01,2022-01-01,No,79,,3425,3,19780,20대,2021-12-01,2019-07-01 00:00:00,29.46666667,1970730.667,0,0.989103659,0.836919518
3053,C-13135,,2532800,72365.71429,남성,33,Yes,No,0,6,No,신용카드,No,Yes,Yes,Yes,17,2019-02-01,2022-01-01,No,49,,3464,5,15590,30대,2021-12-01,2019-02-01 00:00:00,34.46666667,2494204.952,2,0.99972973,0.99182376
3054,C-13137,,4700700,81046.55172,여성,65,No,No,0,0,Yes,신용카드,No,No,Yes,Yes,26,2017-03-01,2022-01-01,No,30,,3856,3,18080,60대,2021-12-01,2017-03-01 00:00:00,57.86666667,4689893.793,0,0.999624209,0.985526202
3055,C-13138,,1610300,42376.31579,남성,25,No,No,0,0,No,계좌이체,No,No,Yes,Yes,47,2018-11-01,2022-01-01,No,65,,2734,5,0,20대,2021-12-01,2018-11-01 00:00:00,37.53333333,1590524.386,0,0.988056702,0.930434826
3056,C-13139,334,1033000,86083.33333,남성,41,No,No,0,0,No,계좌이체,No,Yes,No,Yes,29,2020-04-01,2021-03-01,Yes,76,Attitude,4251,1,28480,40대,2021-03-01,2020-04-01 00:00:00,11.13333333,958394.4444,0,0.666093842,0.578525684
3057,C-13140,,3317900,70593.61702,여성,42,Yes,Yes,3,0,Yes,신용카드,Yes,Yes,No,Yes,23,2018-02-01,2022-01-01,No,49,,3682,3,44180,40대,2021-12-01,2018-02-01 00:00:00,46.63333333,3292015.674,2,0.996764602,0.956258031
3058,C-13141,183,609300,87042.85714,여성,75,No,No,0,0,No,계좌이체,No,No,No,No,27,2021-04-01,2021-10-01,Yes,100,Competitor,3964,1,10060,70대,2021-10-01,2021-04-01 00:00:00,6.1,530961.4286,1,0.195630681,0.167807285
3059,C-13142,,3848700,89504.65116,남성,41,Yes,No,0,2,Yes,신용카드,Yes,Yes,Yes,Yes,15,2018-06-01,2022-01-01,No,61,,5611,3,30960,40대,2021-12-01,2018-06-01 00:00:00,42.63333333,3815881.628,2,0.999722222,0.9941739
3060,C-13144,1157,2606300,66828.20513,여성,67,No,No,0,0,Yes,신용카드,Yes,Yes,No,Yes,27,2018-08-01,2021-10-01,Yes,75,Attitude,3110,1,29490,60대,2021-10-01,2018-08-01 00:00:00,38.56666667,2577341.111,0,0.977212338,0.860623968
3061,C-13145,61,235000,78333.33333,여성,31,No,No,0,0,No,계좌이체,No,No,No,Yes,10,2021-08-01,2021-10-01,Yes,81,Other,2928,3,42710,30대,2021-10-01,2021-08-01 00:00:00,2.033333333,159277.7778,0,0,0
3062,C-13146,,7783600,93778.31325,여성,73,Yes,No,0,4,Yes,신용카드,Yes,No,No,Yes,17,2015-02-01,2022-01-01,No,54,,4583,3,49720,70대,2021-12-01,2015-02-01 00:00:00,83.16666667,7799229.719,2,0.997953049,0.995633826
3063,C-13147,487,1678600,98741.17647,여성,76,No,No,0,0,Yes,계좌이체,No,No,No,Yes,7,2019-12-01,2021-04-01,Yes,99,Attitude,5136,2,19780,70대,2021-04-01,2019-12-01 00:00:00,16.23333333,1602898.431,0,0.910061243,0.518970234
3064,C-13148,,1288600,23862.96296,남성,57,Yes,Yes,2,4,No,신용카드,No,No,No,No,0,2017-07-01,2022-01-01,No,64,,4439,4,10510,50대,2021-12-01,2017-07-01 00:00:00,53.8,1283827.407,1,1,1
3065,C-13149,,2083600,30641.17647,남성,52,No,No,0,0,Yes,계좌이체,No,No,No,No,0,2016-05-01,2022-01-01,No,40,,4246,3,54010,50대,2021-12-01,2016-05-01 00:00:00,68,2083600,1,0.99998308,0.999864636
3066,C-13150,,3125000,104166.6667,여성,23,No,No,0,8,Yes,계좌이체,No,No,Yes,Yes,59,2019-07-01,2022-01-01,No,59,,3127,5,0,20대,2021-12-01,2019-07-01 00:00:00,29.46666667,3069444.444,0,0.999035714,0.993337394
3067,C-13151,,1558300,62332,여성,68,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,20,2019-12-01,2022-01-01,No,7,,5557,4,0,60대,2021-12-01,2019-12-01 00:00:00,24.36666667,1518823.067,0,0.940698653,0.715887591
3068,C-13152,,5060300,93709.25926,남성,30,Yes,No,0,1,No,신용카드,Yes,No,Yes,Yes,82,2017-07-01,2022-01-01,No,62,,4397,3,0,30대,2021-12-01,2017-07-01 00:00:00,53.8,5041558.148,2,0.999761905,0.997972484
3069,C-13153,1796,7181100,119685,여성,21,No,No,0,4,No,계좌이체,No,Yes,No,Yes,48,2016-05-01,2021-04-01,Yes,87,Dissatisfaction,4160,2,0,20대,2021-04-01,2016-05-01 00:00:00,59.86666667,7165142,2,0.98587749,0.98031338
3070,C-13154,,1991100,52397.36842,남성,39,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,6,2018-11-01,2022-01-01,No,33,,4512,4,0,30대,2021-12-01,2018-11-01 00:00:00,37.53333333,1966647.895,0,0.987486706,0.953894159
3071,C-13155,,8225100,124622.7273,남성,58,No,Yes,1,0,Yes,계좌이체,Yes,Yes,Yes,No,11,2016-07-01,2022-01-01,No,35,,5915,4,23620,50대,2021-12-01,2016-07-01 00:00:00,65.96666667,8220945.909,2,0.999023593,0.995454239
3072,C-13156,,1516900,29171.15385,남성,27,No,No,0,0,Yes,신용카드,No,No,No,No,0,2017-09-01,2022-01-01,No,65,,2601,5,31080,20대,2021-12-01,2017-09-01 00:00:00,51.73333333,1509121.026,1,0.999032944,0.997826519
3073,C-13157,,1836800,91840,남성,32,Yes,Yes,1,0,Yes,신용카드,Yes,Yes,Yes,Yes,14,2020-05-01,2022-01-01,No,64,,4457,4,42150,30대,2021-12-01,2020-05-01 00:00:00,19.3,1772512,2,0.969714193,0.81711886
3074,C-13158,,3857600,104259.4595,여성,72,Yes,No,0,1,No,계좌이체,No,Yes,No,Yes,4,2018-12-01,2022-01-01,No,51,,4849,3,21920,70대,2021-12-01,2018-12-01 00:00:00,36.53333333,3808945.586,0,0.995120783,0.961850845
3075,C-13159,59,269600,89866.66667,여성,51,No,No,0,0,Yes,계좌이체,No,No,No,No,22,2021-01-01,2021-03-01,Yes,85,Attitude,4381,2,56270,50대,2021-03-01,2021-01-01 00:00:00,1.966666667,176737.7778,1,0.003139512,0.003139512
3076,C-13160,,1210000,22407.40741,여성,31,Yes,Yes,3,4,Yes,계좌이체,No,No,No,No,0,2017-07-01,2022-01-01,No,80,,5091,4,39210,30대,2021-12-01,2017-07-01 00:00:00,53.8,1205518.519,1,1,0.99975
3077,C-13161,,7004200,111177.7778,여성,21,No,No,0,2,Yes,이체/메일확인,Yes,No,Yes,Yes,47,2016-10-01,2022-01-01,No,21,,6492,3,20790,20대,2021-12-01,2016-10-01 00:00:00,62.9,6993082.222,2,0.998168269,0.998168269
3078,C-13162,,2061600,29451.42857,여성,56,Yes,Yes,2,1,No,신용카드,No,No,No,No,0,2016-03-01,2022-01-01,No,71,,6444,4,33340,50대,2021-12-01,2016-03-01 00:00:00,70.03333333,2062581.714,1,0.998257576,0.996958556
3079,C-13163,,2461300,102554.1667,남성,44,Yes,No,0,1,Yes,신용카드,No,Yes,No,Yes,20,2020-01-01,2022-01-01,No,80,,2540,3,50400,40대,2021-12-01,2020-01-01 00:00:00,23.33333333,2392930.556,0,0.984733938,0.795555771
3080,C-13164,,484800,23085.71429,여성,59,Yes,Yes,3,10,No,신용카드,No,No,No,No,0,2020-04-01,2022-01-01,No,48,,4272,5,14240,50대,2021-12-01,2020-04-01 00:00:00,20.3,468640,1,0.988367115,0.98200203
3081,C-13165,,770100,55007.14286,여성,26,No,No,0,0,No,계좌이체,No,No,No,No,71,2020-11-01,2022-01-01,No,70,,4372,5,47350,20대,2021-12-01,2020-11-01 00:00:00,13.16666667,724260.7143,0,0.615081822,0.579489191
3082,C-13166,,1692400,29179.31034,여성,39,Yes,No,0,0,No,신용카드,No,No,No,No,0,2017-03-01,2022-01-01,No,58,,3979,3,5200,30대,2021-12-01,2017-03-01 00:00:00,57.86666667,1688509.425,1,0.999895013,0.996417288
3083,C-13167,212,179900,22487.5,남성,53,No,No,0,0,No,계좌이체,No,No,No,No,0,2021-02-01,2021-09-01,Yes,82,Attitude,4489,3,10280,50대,2021-09-01,2021-02-01 00:00:00,7.066666667,158911.6667,1,0.004560401,0.004560401
3084,C-13168,,1002600,50130,남성,48,Yes,Yes,2,1,Yes,신용카드,No,No,No,Yes,24,2020-05-01,2022-01-01,No,50,,4184,3,7680,40대,2021-12-01,2020-05-01 00:00:00,19.3,967509,0,0.65242253,0.444861392
3085,C-13169,,2411400,86121.42857,여성,35,No,No,0,0,Yes,신용카드,No,No,No,Yes,16,2019-09-01,2022-01-01,No,27,,3574,5,14690,30대,2021-12-01,2019-09-01 00:00:00,27.4,2359727.143,0,0.996701691,0.905065069
3086,C-13170,,4647200,69361.19403,남성,24,No,No,0,5,No,신용카드,Yes,No,No,No,69,2016-06-01,2022-01-01,No,77,,5712,4,40910,20대,2021-12-01,2016-06-01 00:00:00,66.96666667,4644887.96,2,0.996041935,0.989242881
3087,C-13171,304,1028100,93463.63636,여성,60,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,10,2020-11-01,2021-09-01,Yes,76,Competitor,3740,1,56160,60대,2021-09-01,2020-11-01 00:00:00,10.13333333,947098.1818,0,0.575408899,0.477911285
3088,C-13172,488,1471000,86529.41176,여성,35,No,No,0,0,No,계좌이체,No,No,No,Yes,17,2020-07-01,2021-11-01,Yes,73,Competitor,2850,1,53110,30대,2021-11-01,2020-07-01 00:00:00,16.26666667,1407545.098,0,0.771001254,0.56343935
3089,C-13173,153,626900,104483.3333,여성,26,No,No,0,0,Yes,계좌이체,No,No,No,Yes,46,2021-04-01,2021-09-01,Yes,87,Attitude,4109,3,38990,20대,2021-09-01,2021-04-01 00:00:00,5.1,532865,0,0.190054136,0.170049488
3090,C-13174,,4342700,67854.6875,여성,35,No,No,0,0,No,신용카드,Yes,No,Yes,Yes,5,2016-09-01,2022-01-01,No,28,,6078,3,0,30대,2021-12-01,2016-09-01 00:00:00,63.9,4335914.531,2,0.999615385,0.997314103
3091,C-13175,31,159700,79850,여성,52,No,No,0,0,Yes,계좌이체,No,No,No,Yes,8,2021-01-01,2021-02-01,Yes,77,Competitor,2418,2,0,50대,2021-02-01,2021-01-01 00:00:00,1.033333333,82511.66667,0,0,0
3092,C-13176,2131,8729400,122949.2958,남성,69,Yes,No,0,1,Yes,계좌이체,No,Yes,No,Yes,20,2015-12-01,2021-10-01,Yes,99,Competitor,5005,1,0,60대,2021-10-01,2015-12-01 00:00:00,71.03333333,8733498.31,2,0.999167527,0.993117448
3093,C-13177,,8951300,120963.5135,여성,30,Yes,No,0,10,Yes,계좌이체,No,No,No,Yes,82,2015-11-01,2022-01-01,No,77,,5049,5,0,30대,2021-12-01,2015-11-01 00:00:00,74.06666667,8959364.234,2,1,0.999310345
3094,C-13178,1489,5349000,106980,남성,75,Yes,No,0,3,No,신용카드,No,Yes,No,Yes,14,2017-02-01,2021-03-01,Yes,96,Competitor,5059,2,25880,70대,2021-03-01,2017-02-01 00:00:00,49.63333333,5309774,2,0.991128101,0.980189661
3095,C-13179,,353900,22118.75,남성,20,No,No,0,0,No,신용카드,No,No,No,No,0,2020-09-01,2022-01-01,No,25,,4987,3,0,20대,2021-12-01,2020-09-01 00:00:00,15.2,336205,1,0.970308778,0.956742885
3096,C-13180,517,1942800,107933.3333,여성,30,Yes,No,0,1,No,계좌이체,Yes,No,Yes,Yes,51,2019-12-01,2021-05-01,Yes,89,Price,5643,1,0,30대,2021-05-01,2019-12-01 00:00:00,17.23333333,1860051.111,2,0.95315877,0.678748792
3097,C-13181,,2451000,94269.23077,남성,37,Yes,No,0,8,Yes,계좌이체,No,Yes,No,Yes,10,2019-11-01,2022-01-01,No,79,,4965,5,0,30대,2021-12-01,2019-11-01 00:00:00,25.36666667,2391296.154,2,0.999354839,0.990800459
3098,C-13182,,5754700,81052.11268,여성,62,No,No,0,0,No,계좌이체,Yes,No,Yes,No,9,2016-02-01,2022-01-01,No,29,,4244,3,0,60대,2021-12-01,2016-02-01 00:00:00,71,5754700,2,1,0.996698718
3099,C-13183,,4106800,69606.77966,여성,55,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,5,2017-02-01,2022-01-01,No,40,,5774,4,29830,50대,2021-12-01,2017-02-01 00:00:00,58.8,4092878.644,2,0.995555556,0.991563359
3100,C-13184,,2397600,28886.74699,여성,33,Yes,No,0,5,Yes,계좌이체,No,No,No,No,0,2015-02-01,2022-01-01,No,42,,4015,4,49040,30대,2021-12-01,2015-02-01 00:00:00,83.16666667,2402414.458,1,1,0.999128857
3101,C-13185,1430,6090900,126893.75,남성,43,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,7,2017-11-01,2021-10-01,Yes,98,Attitude,3620,2,0,40대,2021-10-01,2017-11-01 00:00:00,47.66666667,6048602.083,2,0.997609083,0.980196055
3102,C-13186,,1959200,115247.0588,남성,40,No,No,0,0,No,계좌이체,No,Yes,No,Yes,20,2020-08-01,2022-01-01,No,56,,3787,3,0,40대,2021-12-01,2020-08-01 00:00:00,16.23333333,1870843.922,0,0.993751354,0.885957323
3103,C-13187,337,595000,49583.33333,여성,41,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,30,2020-03-01,2021-02-01,Yes,84,Competitor,3200,1,0,40대,2021-02-01,2020-03-01 00:00:00,11.23333333,556986.1111,0,0.45642045,0.36895149
3104,C-13188,,6881600,129841.5094,여성,28,Yes,Yes,2,3,Yes,계좌이체,No,Yes,Yes,Yes,59,2017-08-01,2022-01-01,No,77,,4854,5,0,20대,2021-12-01,2017-08-01 00:00:00,52.76666667,6851303.648,2,1,1
3105,C-13189,,4741100,74079.6875,남성,56,No,No,0,0,Yes,신용카드,Yes,Yes,No,No,10,2016-09-01,2022-01-01,No,43,,6471,4,0,50대,2021-12-01,2016-09-01 00:00:00,63.9,4733692.031,0,0.998285714,0.997057018
3106,C-13190,,530500,25261.90476,남성,36,No,No,0,0,No,신용카드,No,No,No,No,0,2020-04-01,2022-01-01,No,21,,5380,5,0,30대,2021-12-01,2020-04-01 00:00:00,20.3,512816.6667,1,0.982973067,0.974103359
3107,C-13191,,1052500,50119.04762,여성,48,No,No,0,0,Yes,계좌이체,No,No,No,Yes,29,2020-04-01,2022-01-01,No,70,,5644,3,0,40대,2021-12-01,2020-04-01 00:00:00,20.3,1017416.667,0,0.856824434,0.75641585
3108,C-13192,303,1019600,92690.90909,여성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,11,2020-09-01,2021-07-01,Yes,85,Competitor,3598,3,0,40대,2021-07-01,2020-09-01 00:00:00,10.1,936178.1818,0,0.745926197,0.655311988
3109,C-13193,,540000,22500,남성,44,No,Yes,3,0,No,계좌이체,No,No,No,No,0,2020-01-01,2022-01-01,No,74,,2558,5,0,40대,2021-12-01,2020-01-01 00:00:00,23.33333333,525000,1,0.983078054,0.975095341
3110,C-13194,670,1479100,64308.69565,남성,22,No,No,0,0,Yes,신용카드,No,Yes,Yes,Yes,59,2019-12-01,2021-10-01,Yes,84,Competitor,5866,3,0,20대,2021-10-01,2019-12-01 00:00:00,22.33333333,1436227.536,0,0.966734669,0.893139875
3111,C-13195,,5233000,81765.625,남성,45,Yes,Yes,2,9,Yes,계좌이체,No,Yes,Yes,Yes,19,2016-09-01,2022-01-01,No,51,,4172,3,0,40대,2021-12-01,2016-09-01 00:00:00,63.9,5224823.438,2,1,1
3112,C-13196,1308,2912900,66202.27273,여성,57,Yes,No,0,3,No,계좌이체,No,No,No,Yes,20,2017-11-01,2021-06-01,Yes,65,Other,2152,2,0,50대,2021-06-01,2017-11-01 00:00:00,43.6,2886419.091,0,0.982383366,0.918953624
3113,C-13197,,1474900,58996,여성,47,No,No,0,0,No,계좌이체,No,No,No,Yes,27,2019-12-01,2022-01-01,No,78,,3000,3,0,40대,2021-12-01,2019-12-01 00:00:00,24.36666667,1437535.867,0,0.936961758,0.791985661
3114,C-13198,92,368600,92150,여성,63,No,No,0,0,Yes,계좌이체,No,No,No,No,23,2020-10-01,2021-01-01,Yes,93,Competitor,5475,1,0,60대,2021-01-01,2020-10-01 00:00:00,3.066666667,282593.3333,0,0.207264221,0.192589119
3115,C-13199,,2969800,106064.2857,남성,66,Yes,No,0,1,Yes,계좌이체,No,No,Yes,Yes,20,2019-09-01,2022-01-01,No,46,,4045,5,17400,60대,2021-12-01,2019-09-01 00:00:00,27.4,2906161.429,0,0.983545071,0.870861109
3116,C-13200,,1667100,29247.36842,남성,79,Yes,No,0,5,No,신용카드,No,No,No,No,0,2017-04-01,2022-01-01,No,61,,5644,4,0,70대,2021-12-01,2017-04-01 00:00:00,56.83333333,1662225.439,1,0.992252831,0.983436086
3117,C-13201,122,418900,83780,여성,25,Yes,No,0,5,Yes,계좌이체,No,No,No,Yes,58,2021-08-01,2021-12-01,Yes,83,Dissatisfaction,5026,1,0,20대,2021-12-01,2021-08-01 00:00:00,4.066666667,340705.3333,0,0.504916992,0.487678831
3118,C-13202,92,377100,94275,여성,60,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,2,2021-07-01,2021-10-01,Yes,74,Attitude,5339,1,0,60대,2021-10-01,2021-07-01 00:00:00,3.066666667,289110,0,0.113041151,0.103934128
3119,C-13203,181,840700,120100,여성,23,No,No,0,1,Yes,계좌이체,No,Yes,No,Yes,58,2020-09-01,2021-03-01,Yes,90,Competitor,4163,1,0,20대,2021-03-01,2020-09-01 00:00:00,6.033333333,724603.3333,0,0.674886724,0.576398189
3120,C-13205,,2382100,29050,남성,36,Yes,No,0,1,No,계좌이체,No,No,No,No,0,2015-03-01,2022-01-01,No,75,,4118,4,0,30대,2021-12-01,2015-03-01 00:00:00,82.23333333,2388878.333,1,0.9985,0.997600775
3121,C-13206,89,148200,37050,여성,46,Yes,Yes,2,1,No,신용카드,Yes,No,No,Yes,15,2021-02-01,2021-05-01,Yes,84,Attitude,2613,1,0,40대,2021-05-01,2021-02-01 00:00:00,2.966666667,109915,1,0.002272727,0.001363636
3122,C-13207,1703,1685200,29564.91228,남성,57,No,No,0,0,No,계좌이체,No,No,No,No,0,2017-02-01,2021-10-01,Yes,92,Attitude,5327,3,0,50대,2021-10-01,2017-02-01 00:00:00,56.76666667,1678301.52,1,0.992598921,0.987935554
3123,C-13208,731,2952800,118112,남성,65,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,30,2019-07-01,2021-07-01,Yes,87,Attitude,4287,3,0,60대,2021-07-01,2019-07-01 00:00:00,24.36666667,2877995.733,0,0.987992577,0.916795405
3124,C-13209,761,3002000,115461.5385,여성,78,Yes,Yes,1,1,Yes,계좌이체,No,Yes,No,Yes,12,2019-09-01,2021-10-01,Yes,88,Dissatisfaction,5337,2,22370,70대,2021-10-01,2019-09-01 00:00:00,25.36666667,2928874.359,0,0.971008618,0.83714742
3125,C-13210,,4059800,62458.46154,여성,34,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,25,2016-08-01,2022-01-01,No,28,,5183,3,0,30대,2021-12-01,2016-08-01 00:00:00,64.93333333,4055636.103,2,0.999693487,0.999463602
3126,C-13212,761,2784500,107096.1538,남성,63,Yes,No,0,1,Yes,계좌이체,No,No,No,No,4,2019-09-01,2021-10-01,Yes,100,Competitor,5801,3,39890,60대,2021-10-01,2019-09-01 00:00:00,25.36666667,2716672.436,1,0.960134361,0.830621851
3127,C-13213,,1014000,50700,남성,45,Yes,Yes,3,1,No,계좌이체,No,No,No,Yes,75,2020-05-01,2022-01-01,No,63,,5724,3,34800,40대,2021-12-01,2020-05-01 00:00:00,19.3,978510,0,0.74291357,0.558757649
3128,C-13214,,912600,23400,여성,36,Yes,Yes,3,1,No,신용카드,No,No,No,No,0,2018-10-01,2022-01-01,No,49,,4870,5,2710,30대,2021-12-01,2018-10-01 00:00:00,38.56666667,902460,1,0.995619441,0.993183307
3129,C-13215,,4177100,58015.27778,여성,31,Yes,No,0,7,No,계좌이체,Yes,Yes,No,Yes,4,2016-01-01,2022-01-01,No,65,,5493,3,0,30대,2021-12-01,2016-01-01 00:00:00,72.03333333,4179033.843,2,0.998766603,0.995742592
3130,C-13216,,3084200,96381.25,여성,74,No,No,0,0,Yes,계좌이체,No,No,No,Yes,21,2019-05-01,2022-01-01,No,27,,2416,5,26220,70대,2021-12-01,2019-05-01 00:00:00,31.5,3036009.375,0,0.996276459,0.928692346
3131,C-13217,1704,7181900,125998.2456,여성,68,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,4,2016-08-01,2021-04-01,Yes,93,Attitude,5605,3,39100,60대,2021-04-01,2016-08-01 00:00:00,56.8,7156700.351,0,0.999722222,0.988560628
3132,C-13219,,4236500,78453.7037,여성,33,No,No,0,0,No,신용카드,No,No,Yes,Yes,20,2017-07-01,2022-01-01,No,62,,4668,5,39320,30대,2021-12-01,2017-07-01 00:00:00,53.8,4220809.259,0,1,0.989017328
3133,C-13220,,641000,22892.85714,여성,23,No,No,0,0,No,계좌이체,No,No,No,No,0,2019-09-01,2022-01-01,No,22,,4545,3,53450,20대,2021-12-01,2019-09-01 00:00:00,27.4,627264.2857,1,0.993143917,0.985532982
3134,C-13221,,10032500,130292.2078,여성,33,Yes,Yes,2,1,Yes,신용카드,No,Yes,Yes,Yes,19,2015-08-01,2022-01-01,No,23,,6332,3,51080,30대,2021-12-01,2015-08-01 00:00:00,77.13333333,10049872.29,2,0.99975,0.998777778
3135,C-13222,,3397700,106178.125,여성,65,Yes,No,0,2,Yes,계좌이체,No,No,No,Yes,2,2019-05-01,2022-01-01,No,57,,3748,5,43960,60대,2021-12-01,2019-05-01 00:00:00,31.5,3344610.938,0,0.971435244,0.922468577
3136,C-13223,,4698200,104404.4444,남성,59,No,No,0,0,Yes,계좌이체,Yes,No,Yes,Yes,18,2018-04-01,2022-01-01,No,32,,5087,3,53790,50대,2021-12-01,2018-04-01 00:00:00,44.66666667,4663398.519,0,1,0.998621088
3137,C-13224,,818700,24079.41176,남성,43,Yes,No,0,1,Yes,계좌이체,No,No,No,No,0,2019-03-01,2022-01-01,No,28,,3727,4,23500,40대,2021-12-01,2019-03-01 00:00:00,33.53333333,807462.9412,1,0.993021121,0.990107888
3138,C-13225,243,319300,35477.77778,남성,55,No,No,0,0,Yes,계좌이체,Yes,No,No,No,4,2021-01-01,2021-09-01,Yes,94,Competitor,4549,1,0,50대,2021-09-01,2021-01-01 00:00:00,8.1,287370,1,0.189619554,0.171093257
